url,title,date,domain,language,country_1_iso3,country_2_iso3,sentiment,fetched_at
https://biz.heraldcorp.com/article/10611964,韓 중간재 수출입 비중 G7 중 1위  무역 분쟁에 더 취약 … 반도체 쏠림은 심화,20251109T050000Z,biz.heraldcorp.com,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490697
https://www.thesouthafrican.com/news/sa-rooiboos-tea-expands-to-china-in-new-trade-deal/,SA rooibos tea expands to China in new trade deal,20251109T131500Z,thesouthafrican.com,English,CHN,JPN,0.0,2025-11-15T18:13:24.490717
https://www.fnnews.com/news/202511091423221667,"  韓 중간재 수출입 비중 , G7 보다 커 .. 무역분쟁에 더 취약  ",20251109T061500Z,fnnews.com,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490731
https://www.edaily.co.kr/News/Read?newsId=01794166642365720&mediaCodeNo=257,K - 드론 수출 10배 성장했지만 … 글로벌 점유율 0 . 5 % 불과,20251113T231500Z,edaily.co.kr,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490743
https://aninews.in/news/business/india-becomes-indonesias-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report20251113131031/,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T093000Z,aninews.in,English,CHN,JPN,0.0,2025-11-15T18:13:24.490756
https://www.tribuneindia.com/news/business/india-becomes-indonesias-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report/,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T081500Z,tribuneindia.com,English,CHN,JPN,0.0,2025-11-15T18:13:24.490771
https://biz.heraldcorp.com/article/10612219,"韓 중간재 수출 · 입 비중 , 모든 G7 국가보다 높았다",20251109T234500Z,biz.heraldcorp.com,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490785
https://www.newspim.com/news/view/20251113001177,"  K - 드론 수출 , 10배 성장 … 수출시장 점유율은 0 . 5 % ",20251113T220000Z,newspim.com,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490797
https://www.wenweipo.com/a/202511/14/AP69163b61e4b0097cf8b99771.html,進出口溫和改善 建議香港四方面積極應對不確定性 - 財經論壇,20251113T223000Z,wenweipo.com,Chinese,CHN,JPN,0.0,2025-11-15T18:13:24.490812
https://natlawreview.com/article/white-house-announces-multiple-trade-deals-following-president-trumps-tour-asia,"Post Trump Visiting Asia , White House Announces Multiple Trade De",20251114T161500Z,natlawreview.com,English,CHN,JPN,0.0,2025-11-15T18:13:24.490827
https://sn.ifeng.com/c/8oFXMVQhiNH,2025年西安外贸绘高质量发展答卷,20251114T023000Z,sn.ifeng.com,Chinese,CHN,JPN,0.0,2025-11-15T18:13:24.490838
https://chimpreports.com/eac-trade-records-38-billion-in-q2-2025-as-exports-surge-by-40/,EAC Trade Records $38 Billion in Q2 2025 as Exports Surge by 40 % ,20251110T151500Z,chimpreports.com,English,CHN,JPN,0.0,2025-11-15T18:13:24.490850
https://www.etnews.com/20251113000179,"韓 ICT 흑자 , 두 달 연속 100억달러 … 대미 수출도 반등",20251113T024500Z,etnews.com,Korean,CHN,JPN,0.0,2025-11-15T18:13:24.490861
https://www.foodmag.com.au/china-expo-marks-new-trade-connections-for-wa/,China expo marks new trade connections for WA - Food & Beverage Industry News,20251112T234500Z,foodmag.com.au,English,CHN,JPN,0.0,2025-11-15T18:13:24.490872
http://www.nepalnational.com/news/278691305/india-becomes-indonesia-3rd-largest-export-destination-in-q2-2025-amid-trade-shifts-report,India becomes Indonesia 3rd largest export destination in Q2 2025 amid trade shifts : Report,20251113T090000Z,nepalnational.com,English,CHN,JPN,0.0,2025-11-15T18:13:24.490883
