year,month,country_1_iso3,country_2_iso3,avg_tone,article_count,goldstein_scale_avg
2025,11,DOM,CHE,-4.65116279069768,1,1.9
2025,11,NZL,BLR,-7.60318609703115,3,4.0
2025,11,CHN,SLE,7.31132075471698,4,1.45
2025,11,EUR,MDV,-11.0091743119266,1,-5.0
2025,11,JOR,SYR,0.1630396242888216,12,3.716666666666667
2025,11,MMR,SEA,2.35294117647059,1,2.8
2025,11,BGD,RUS,-2.11267605633803,1,2.8
2025,11,EUR,BGR,-1.699087302338198,4,4.9
2025,11,LBN,PSE,1.2639891321424344,2,-3.5500000000000003
2025,11,IND,ESP,-0.26126714565644,3,4.0
2025,11,GBR,NMR,1.314173083975065,4,-0.40000000000000036
2025,11,ALB,BEL,2.490303515360465,4,3.4
2025,11,BGD,USA,-8.69156683110174,3,-3.4666666666666672
2025,11,JPN,PRT,2.20588235294117,1,3.4
2025,11,NGA,LBR,-4.86842105263158,2,6.5
2025,11,IRN,DZA,-0.75757575757576,1,-5.0
2025,11,ARG,PER,-5.82959641255605,1,3.4
2025,11,ISR,PRT,-8.96860986547089,1,-5.0
2025,11,ARG,VEN,-2.0168900186097805,5,0.6799999999999997
2025,11,MYS,TWN,-1.9047619047619,1,0.0
2025,11,SGP,SGP,-0.518525046020983,17,3.594117647058823
2025,11,VNM,MMR,-5.35123042505593,4,4.0
2025,11,PER,ECU,-6.81198910081744,1,2.8
2025,11,QAT,SYR,-1.370722685115465,6,3.833333333333333
2025,11,CZE,USA,2.9771928049919936,6,2.7333333333333334
2025,11,GTM,SLV,3.297253460025032,7,6.742857142857143
2025,11,MYS,CHE,-4.172240803422333,3,-5.0
2025,11,DEU,NGA,2.94530154277699,3,0.0
2025,11,GBR,TGO,2.44755244755245,2,1.9
2025,11,TWN,CHN,-2.7966012120132246,128,-0.7523437499999999
2025,11,CHN,GBR,-3.7351632524443317,44,-0.3772727272727274
2025,11,USA,LBN,-3.6644126899873477,23,-1.7173913043478262
2025,11,YEM,ISR,-1.7894592111068723,4,-5.15
2025,11,ISR,ZAF,-3.549623480349483,4,-4.0
2025,11,GBR,BGR,-3.092710628243937,4,4.25
2025,11,ETH,USA,-5.141151336201468,10,-4.0200000000000005
2025,11,BHS,GBR,-3.48258706467661,1,-0.4
2025,11,ESP,MOZ,-2.00720535254761,1,-4.4
2025,11,BOL,BOL,0.45652930883114795,5,1.8799999999999997
2025,11,FIN,THA,4.27480916030534,4,5.2
2025,11,VUT,FJI,1.14678899082569,1,0.0
2025,11,COL,HTI,0.49019607843137,2,1.0
2025,11,PHL,IDN,2.024110901048857,4,2.8500000000000005
2025,11,AFR,IDN,1.08108108108108,1,7.0
2025,11,ISR,AFG,-6.103108932243431,4,-7.75
2025,11,CHN,KOR,0.09322688715515659,110,0.6654545454545454
2025,11,UKR,BEL,-3.314443694898594,19,1.4631578947368424
2025,11,GBR,ZAF,-1.2722754102064455,2,4.4
2025,11,DNK,MDA,3.99991056656083,2,3.4
2025,11,ISL,UKR,1.1469305245238863,5,3.7600000000000002
2025,11,KEN,ZAF,-1.8312344755904202,4,4.4
2025,11,KHM,MMR,-5.35123042505593,4,4.0
2025,11,IDN,USA,-0.7093359164853354,15,3.413333333333334
2025,11,USA,CUB,-0.7813693220756989,41,0.24878048780487805
2025,11,KHM,USA,-5.394155023167826,10,1.7
2025,11,LBY,KAZ,-3.48258706467662,3,2.8
2025,11,RUS,NLD,-8.273326183545223,3,-4.333333333333334
2025,11,GRC,UKR,0.37394321304299716,20,2.84
2025,11,EUR,SDN,-4.0,2,-0.5
2025,11,SAU,FRA,2.75229357798165,1,2.8
2025,11,NAM,AGO,-4.51792024230187,3,1.0
2025,11,MYS,ECU,-0.014016677754486687,3,5.2
2025,11,PSE,MEX,2.40641711229946,3,2.6666666666666665
2025,11,KOR,EUR,-0.6830984636758766,6,1.833333333333334
2025,11,LBY,LBN,-6.51340996168583,3,7.0
2025,11,USA,KEN,1.1504638136950927,8,4.1875
2025,11,COL,ECU,2.8345535136211932,3,3.5
2025,11,CPV,GNB,-2.7431421446384,2,1.45
2025,11,DNK,EUR,2.1948561270291904,3,6.133333333333334
2025,11,JOR,QAT,5.094476744186047,4,4.0
2025,11,AGO,MUS,2.4896265560166,6,2.3499999999999996
2025,11,NPL,VEN,2.4896265560166,3,1.9
2025,11,HUN,ARM,-2.56410256410257,3,2.666666666666667
2025,11,NPL,CHN,-0.425594679396065,4,-0.5
2025,11,CUB,NIC,-3.6734693877551,4,2.3499999999999996
2025,11,SAU,KWT,2.1978021978022,1,0.0
2025,11,BLZ,PNG,9.18367346938776,2,3.4
2025,11,ARG,EUR,2.58620689655173,2,5.2
2025,11,KOR,CHN,-0.44395800928761364,58,2.3241379310344823
2025,11,EUR,FRA,1.0656633792943566,36,2.7944444444444447
2025,11,CHL,BOL,-2.52022730763324,5,3.1999999999999997
2025,11,MLT,GBR,4.36363636363636,1,3.4
2025,11,CAN,IDN,5.88281128253078,6,4.633333333333334
2025,11,CAN,HND,-3.65344467640919,2,4.0
2025,11,UKR,IRL,-1.454068241469815,2,-2.5500000000000003
2025,11,ECU,KHM,0.1669449081803,2,5.2
2025,11,IRQ,EGY,10.594315245478,3,3.4
2025,11,OMN,OMN,4.34782608695652,2,1.0
2025,11,BEL,PAK,-2.00573065902579,1,7.0
2025,11,SRB,GRC,11.0335195530726,1,0.0
2025,11,KHM,PHL,-6.52173913043478,1,1.9
2025,11,PHL,ISR,-1.953125,2,1.9
2025,11,OMN,SAU,5.76923076923078,1,3.4
2025,11,PSE,SDN,-0.22724358517716503,2,-7.1
2025,11,GBR,AFG,-4.346489630227175,4,0.5
2025,11,IND,AUS,2.909526365776107,3,4.199999999999999
2025,11,DEU,EGY,1.071951356829186,5,2.92
2025,11,GBR,JPN,0.6658548756328098,16,0.30624999999999947
2025,11,ESP,ITA,0.9371907883338343,26,2.35
2025,11,EUR,QAT,1.63934426229508,1,3.4
2025,11,SWE,BGD,-0.37383177570094,1,-10.0
2025,11,HTI,STP,-6.32256718927957,2,-4.050000000000001
2025,11,GRC,NLD,-3.659526172254423,4,1.1749999999999998
